TransactionID,Date,Product,Category,Quantity,UnitPrice
2840,2023-04-29,Contraption,Widgets,4,61.14
2841,2023-04-29,Widget A,Accessories,1,89.93
2842,2023-04-29,Doodad,Tools,19,16.05
2843,2023-04-29,Thingamajig,Widgets,10,48.2
2844,2023-04-29,Widget A,Tools,15,45.72
2845,2023-04-29,Gadget B,Tools,4,36.96
2846,2023-04-29,Widget A,Widgets,14,5.02
2847,2023-04-29,Contraption,Tools,5,89.65
2848,2023-04-29,Doodad,Tools,15,78.88
2849,2023-04-29,Doodad,Widgets,15,67.02
2850,2023-04-29,Widget A,Tools,16,17.25
2851,2023-04-29,Thingamajig,Gadgets,16,40.93
2852,2023-04-29,Gadget B,Tools,4,92.81
2853,2023-04-29,Doodad,Accessories,9,63.61
2854,2023-04-29,Contraption,Tools,1,62.32
2855,2023-04-29,Contraption,Accessories,5,91.75
2856,2023-04-29,Thingamajig,Accessories,9,58.18
2857,2023-04-30,Doodad,Tools,5,61.77
2858,2023-04-30,Widget A,Widgets,4,37.84
2859,2023-04-30,Contraption,Gadgets,16,40.29
2860,2023-04-30,Thingamajig,Gadgets,2,70.13
2861,2023-04-30,Doodad,Tools,16,35.44
2862,2023-04-30,Doodad,Widgets,18,58.12
2863,2023-04-30,Doodad,Widgets,2,31.52
2864,2023-04-30,Doodad,Gadgets,16,20.78
2865,2023-04-30,Doodad,Widgets,1,48.17
2866,2023-04-30,Contraption,Tools,16,25.66
2867,2023-04-30,Thingamajig,Tools,3,90.36
2868,2023-04-30,Doodad,Widgets,15,33.84
2869,2023-04-30,Gadget B,Tools,11,61.75
2870,2023-04-30,Gadget B,Accessories,10,30.03
2871,2023-04-30,Thingamajig,Gadgets,17,29.51
2872,2023-04-30,Widget A,Tools,4,38.31
2873,2023-04-30,Widget A,Widgets,17,92.01
2874,2023-04-30,Widget A,Gadgets,4,42.19
2875,2023-04-30,Gadget B,Tools,19,83.02
2876,2023-04-30,Widget A,Gadgets,1,23.74
2877,2023-04-30,Contraption,Widgets,14,9.58
2878,2023-04-30,Doodad,Accessories,11,79.26
2879,2023-04-30,Gadget B,Accessories,7,56.48
2880,2023-04-30,Thingamajig,Tools,17,52.85
2881,2023-05-01,Thingamajig,Accessories,4,30.86
2882,2023-05-01,Doodad,Tools,10,11.87
2883,2023-05-01,Gadget B,Gadgets,17,50.87
2884,2023-05-01,Widget A,Tools,4,87.39
2885,2023-05-01,Widget A,Tools,19,16.4
2886,2023-05-01,Contraption,Tools,18,93.27
2887,2023-05-01,Contraption,Accessories,17,31.1
2888,2023-05-01,Widget A,Tools,6,55.56
2889,2023-05-01,Thingamajig,Widgets,7,11.32
2890,2023-05-01,Thingamajig,Tools,6,45.38
2891,2023-05-01,Contraption,Gadgets,12,16.96
2892,2023-05-01,Doodad,Widgets,9,9.56
2893,2023-05-01,Widget A,Gadgets,18,96.82
2894,2023-05-01,Contraption,Gadgets,2,74.36
2895,2023-05-01,Contraption,Gadgets,17,73.31
2896,2023-05-01,Widget A,Widgets,1,13.6
2897,2023-05-01,Widget A,Widgets,9,93.29
2898,2023-05-01,Thingamajig,Accessories,6,49.6
2899,2023-05-01,Doodad,Widgets,2,85.97
2900,2023-05-01,Doodad,Tools,6,6.2
2901,2023-05-01,Widget A,Gadgets,9,33.33
2902,2023-05-01,Gadget B,Accessories,3,99.62
2903,2023-05-01,Contraption,Widgets,16,45.64
2904,2023-05-01,Contraption,Gadgets,15,89.41
2905,2023-05-02,Widget A,Widgets,12,36.16
2906,2023-05-02,Gadget B,Accessories,8,54.91
2907,2023-05-02,Thingamajig,Widgets,6,86.15
2908,2023-05-02,Widget A,Widgets,3,62.55
2909,2023-05-02,Widget A,Gadgets,4,73.89
2910,2023-05-02,Contraption,Tools,10,26.74
2911,2023-05-02,Widget A,Widgets,14,19.81
2912,2023-05-02,Widget A,Accessories,15,26.88
2913,2023-05-02,Widget A,Widgets,7,51.84
2914,2023-05-02,Contraption,Widgets,7,81.09
2915,2023-05-02,Thingamajig,Tools,8,38.63
2916,2023-05-02,Thingamajig,Gadgets,10,58.66
2917,2023-05-02,Widget A,Accessories,19,81.46
2918,2023-05-02,Contraption,Gadgets,19,27.68
2919,2023-05-02,Thingamajig,Gadgets,2,88.88
2920,2023-05-02,Thingamajig,Gadgets,15,95.54
2921,2023-05-02,Thingamajig,Widgets,1,8.7
2922,2023-05-02,Contraption,Tools,10,10.62
2923,2023-05-02,Contraption,Widgets,6,13.64
2924,2023-05-02,Widget A,Accessories,13,78.79
2925,2023-05-02,Doodad,Tools,10,22.99
2926,2023-05-02,Thingamajig,Gadgets,12,73.94
2927,2023-05-02,Doodad,Tools,6,46.92
2928,2023-05-02,Contraption,Accessories,6,84.44
2929,2023-05-03,Contraption,Widgets,1,81.81
2930,2023-05-03,Contraption,Widgets,12,96.17
2931,2023-05-03,Doodad,Gadgets,10,28.85
2932,2023-05-03,Contraption,Widgets,14,26.78
2933,2023-05-03,Widget A,Widgets,15,7.99
2934,2023-05-03,Contraption,Accessories,4,43.99
2935,2023-05-03,Gadget B,Tools,1,48.61
2936,2023-05-03,Doodad,Widgets,8,96.63
2937,2023-05-03,Gadget B,Accessories,3,83.92
2938,2023-05-03,Contraption,Accessories,14,20.85
2939,2023-05-03,Widget A,Gadgets,17,80.86
2940,2023-05-03,Thingamajig,Accessories,2,21.94
2941,2023-05-03,Contraption,Gadgets,15,12.39
2942,2023-05-03,Widget A,Widgets,6,84.52
2943,2023-05-03,Doodad,Gadgets,5,97.72
2944,2023-05-03,Gadget B,Accessories,14,13.37
2945,2023-05-03,Gadget B,Tools,19,82.32
2946,2023-05-03,Gadget B,Tools,9,86.63
2947,2023-05-03,Doodad,Widgets,8,16.28
2948,2023-05-03,Widget A,Widgets,3,31.91
2949,2023-05-03,Doodad,Tools,18,74.7
2950,2023-05-03,Gadget B,Gadgets,8,81.73
2951,2023-05-03,Contraption,Widgets,16,38.63
2952,2023-05-03,Thingamajig,Accessories,15,20.19
2953,2023-05-04,Doodad,Widgets,15,66.59
2954,2023-05-04,Doodad,Gadgets,16,71.69
2955,2023-05-04,Widget A,Widgets,1,52.84
2956,2023-05-04,Widget A,Accessories,10,18.77
2957,2023-05-04,Doodad,Accessories,19,85.23
2958,2023-05-04,Gadget B,Accessories,5,66.3
2959,2023-05-04,Thingamajig,Gadgets,18,87.57
2960,2023-05-04,Widget A,Gadgets,3,93.63
2961,2023-05-04,Gadget B,Accessories,4,81.54
2962,2023-05-04,Contraption,Accessories,4,96.07
2963,2023-05-04,Widget A,Gadgets,11,95.65
2964,2023-05-04,Gadget B,Gadgets,9,63.84
2965,2023-05-04,Gadget B,Gadgets,1,74.18
2966,2023-05-04,Thingamajig,Tools,16,71.44
2967,2023-05-04,Thingamajig,Gadgets,9,64.01
2968,2023-05-04,Contraption,Accessories,11,6.84
2969,2023-05-04,Gadget B,Tools,6,38.81
2970,2023-05-04,Gadget B,Gadgets,17,14.51
2971,2023-05-04,Thingamajig,Accessories,12,33.52
2972,2023-05-04,Widget A,Widgets,8,11.51
2973,2023-05-04,Widget A,Tools,16,92.4
2974,2023-05-04,Doodad,Accessories,5,47.88
2975,2023-05-04,Thingamajig,Widgets,1,22.99
2976,2023-05-04,Doodad,Accessories,17,60.55
2977,2023-05-05,Thingamajig,Gadgets,8,23.66
2978,2023-05-05,Contraption,Gadgets,10,81.42
2979,2023-05-05,Gadget B,Widgets,18,34.06
2980,2023-05-05,Contraption,Gadgets,15,34.92
2981,2023-05-05,Thingamajig,Accessories,13,87.65
2982,2023-05-05,Gadget B,Widgets,10,58.12
2983,2023-05-05,Widget A,Accessories,9,89.29
2984,2023-05-05,Widget A,Accessories,13,44.22
2985,2023-05-05,Doodad,Accessories,3,37.67
2986,2023-05-05,Thingamajig,Gadgets,3,53.09
2987,2023-05-05,Thingamajig,Gadgets,1,10.84
2988,2023-05-05,Widget A,Accessories,2,19.65
2989,2023-05-05,Contraption,Tools,11,25.85
2990,2023-05-05,Gadget B,Accessories,14,82.58
2991,2023-05-05,Contraption,Accessories,10,74.71
2992,2023-05-05,Contraption,Widgets,7,23.36
2993,2023-05-05,Widget A,Accessories,1,31.29
2994,2023-05-05,Widget A,Gadgets,7,94.7
2995,2023-05-05,Widget A,Widgets,15,13.15
2996,2023-05-05,Doodad,Tools,11,57.01
2997,2023-05-05,Contraption,Widgets,6,54.59
2998,2023-05-05,Thingamajig,Tools,7,73.94
2999,2023-05-05,Gadget B,Widgets,7,29.84
3000,2023-05-05,Doodad,Widgets,1,93.8
3001,2023-05-06,Thingamajig,Tools,10,44.01
3002,2023-05-06,Contraption,Gadgets,15,32.14
3003,2023-05-06,Widget A,Gadgets,8,37.0
3004,2023-05-06,Contraption,Gadgets,19,38.13
3005,2023-05-06,Gadget B,Widgets,3,23.9
3006,2023-05-06,Doodad,Accessories,15,93.17
3007,2023-05-06,Doodad,Widgets,4,21.61
3008,2023-05-06,Gadget B,Accessories,6,88.87
3009,2023-05-06,Thingamajig,Accessories,10,43.47
3010,2023-05-06,Thingamajig,Gadgets,18,30.58
3011,2023-05-06,Doodad,Accessories,16,23.86
3012,2023-05-06,Doodad,Widgets,18,52.91
3013,2023-05-06,Widget A,Widgets,6,68.58
3014,2023-05-06,Thingamajig,Gadgets,19,90.33
3015,2023-05-06,Gadget B,Tools,17,66.98
3016,2023-05-06,Thingamajig,Widgets,18,50.95
3017,2023-05-06,Widget A,Accessories,13,8.18
3018,2023-05-06,Doodad,Widgets,7,91.97
3019,2023-05-06,Doodad,Widgets,12,90.73
3020,2023-05-06,Widget A,Widgets,2,40.98
3021,2023-05-06,Gadget B,Tools,12,7.76
3022,2023-05-06,Doodad,Accessories,12,74.67
3023,2023-05-06,Contraption,Gadgets,4,80.21
3024,2023-05-06,Doodad,Widgets,4,56.53
3025,2023-05-07,Contraption,Accessories,18,43.27
3026,2023-05-07,Widget A,Accessories,16,85.86
3027,2023-05-07,Widget A,Gadgets,14,23.29
3028,2023-05-07,Doodad,Widgets,17,46.76
3029,2023-05-07,Thingamajig,Tools,17,7.33
3030,2023-05-07,Contraption,Accessories,3,20.58
3031,2023-05-07,Gadget B,Gadgets,6,94.38
3032,2023-05-07,Doodad,Tools,13,59.92
3033,2023-05-07,Gadget B,Accessories,9,81.53
3034,2023-05-07,Doodad,Widgets,9,51.22
3035,2023-05-07,Thingamajig,Accessories,8,84.31
3036,2023-05-07,Thingamajig,Tools,17,56.2
3037,2023-05-07,Thingamajig,Tools,16,5.43
3038,2023-05-07,Thingamajig,Widgets,16,90.47
3039,2023-05-07,Widget A,Widgets,19,19.11
3040,2023-05-07,Widget A,Gadgets,16,47.8
3041,2023-05-07,Contraption,Widgets,14,50.28
3042,2023-05-07,Gadget B,Gadgets,14,9.49
3043,2023-05-07,Doodad,Tools,14,10.04
3044,2023-05-07,Doodad,Tools,14,77.44
3045,2023-05-07,Widget A,Accessories,12,33.54
3046,2023-05-07,Doodad,Accessories,6,43.91
3047,2023-05-07,Widget A,Gadgets,13,58.59
3048,2023-05-07,Contraption,Widgets,16,40.47
3049,2023-05-08,Gadget B,Widgets,9,78.63
3050,2023-05-08,Contraption,Accessories,2,89.02
3051,2023-05-08,Thingamajig,Tools,3,10.67
3052,2023-05-08,Thingamajig,Gadgets,10,65.36
3053,2023-05-08,Thingamajig,Tools,2,35.18
3054,2023-05-08,Contraption,Tools,10,60.41
3055,2023-05-08,Doodad,Widgets,8,50.97
3056,2023-05-08,Gadget B,Gadgets,17,36.7
3057,2023-05-08,Thingamajig,Tools,1,14.01
3058,2023-05-08,Thingamajig,Accessories,6,58.15
3059,2023-05-08,Thingamajig,Accessories,7,15.72
3060,2023-05-08,Gadget B,Widgets,15,19.83
3061,2023-05-08,Thingamajig,Accessories,18,98.31
3062,2023-05-08,Gadget B,Accessories,9,35.09
3063,2023-05-08,Thingamajig,Tools,8,60.52
3064,2023-05-08,Contraption,Accessories,10,30.86
3065,2023-05-08,Contraption,Accessories,4,87.22
3066,2023-05-08,Gadget B,Tools,8,31.92
3067,2023-05-08,Contraption,Widgets,1,39.85
3068,2023-05-08,Gadget B,Widgets,8,62.8
3069,2023-05-08,Contraption,Gadgets,12,87.65
3070,2023-05-08,Contraption,Accessories,15,82.54
3071,2023-05-08,Gadget B,Tools,13,30.07
3072,2023-05-08,Doodad,Gadgets,16,83.81
3073,2023-05-09,Contraption,Widgets,18,71.61
3074,2023-05-09,Thingamajig,Widgets,1,99.03
3075,2023-05-09,Doodad,Tools,17,93.87
3076,2023-05-09,Gadget B,Gadgets,16,55.65
3077,2023-05-09,Doodad,Gadgets,5,76.24
3078,2023-05-09,Widget A,Tools,10,59.17
3079,2023-05-09,Widget A,Tools,6,61.52
3080,2023-05-09,Contraption,Gadgets,12,14.64
3081,2023-05-09,Contraption,Widgets,10,5.21
3082,2023-05-09,Thingamajig,Accessories,17,9.58
3083,2023-05-09,Doodad,Widgets,2,96.83
3084,2023-05-09,Widget A,Tools,19,17.0
3085,2023-05-09,Contraption,Gadgets,6,9.22
3086,2023-05-09,Doodad,Gadgets,13,34.42
3087,2023-05-09,Contraption,Accessories,9,60.88
3088,2023-05-09,Contraption,Gadgets,12,95.1
3089,2023-05-09,Widget A,Accessories,18,71.49
3090,2023-05-09,Widget A,Widgets,8,31.25
3091,2023-05-09,Contraption,Widgets,18,94.21
3092,2023-05-09,Gadget B,Gadgets,2,8.42
3093,2023-05-09,Contraption,Gadgets,8,98.01
3094,2023-05-09,Contraption,Tools,10,10.57
3095,2023-05-09,Thingamajig,Tools,9,76.62
3096,2023-05-09,Thingamajig,Gadgets,18,9.3
3097,2023-05-10,Thingamajig,Gadgets,8,93.5
3098,2023-05-10,Gadget B,Widgets,19,15.32
3099,2023-05-10,Gadget B,Gadgets,3,9.8
3100,2023-05-10,Contraption,Tools,9,89.48
3101,2023-05-10,Thingamajig,Widgets,13,14.1
3102,2023-05-10,Gadget B,Accessories,9,80.8
3103,2023-05-10,Widget A,Tools,12,75.97
3104,2023-05-10,Contraption,Tools,13,61.89
3105,2023-05-10,Doodad,Widgets,8,40.91
3106,2023-05-10,Contraption,Accessories,15,91.98
3107,2023-05-10,Doodad,Tools,13,87.75
3108,2023-05-10,Thingamajig,Gadgets,13,45.49
3109,2023-05-10,Doodad,Tools,17,27.01
3110,2023-05-10,Thingamajig,Widgets,15,30.89
3111,2023-05-10,Widget A,Widgets,19,25.93
3112,2023-05-10,Doodad,Widgets,3,56.42
3113,2023-05-10,Contraption,Tools,14,87.51
3114,2023-05-10,Thingamajig,Accessories,10,78.49
3115,2023-05-10,Contraption,Gadgets,17,80.57
3116,2023-05-10,Gadget B,Widgets,8,47.59
3117,2023-05-10,Thingamajig,Accessories,18,35.63
3118,2023-05-10,Doodad,Gadgets,12,76.95
3119,2023-05-10,Thingamajig,Widgets,17,80.36
3120,2023-05-10,Contraption,Gadgets,11,71.06
3121,2023-05-11,Widget A,Gadgets,9,8.05
3122,2023-05-11,Thingamajig,Accessories,15,61.02
3123,2023-05-11,Doodad,Gadgets,9,37.97
3124,2023-05-11,Gadget B,Widgets,12,23.64
3125,2023-05-11,Widget A,Accessories,11,70.97
3126,2023-05-11,Gadget B,Tools,17,30.51
3127,2023-05-11,Thingamajig,Tools,6,91.72
3128,2023-05-11,Contraption,Accessories,8,33.32
3129,2023-05-11,Contraption,Tools,10,57.74
3130,2023-05-11,Doodad,Gadgets,15,83.64
3131,2023-05-11,Contraption,Widgets,4,43.2
3132,2023-05-11,Widget A,Gadgets,18,83.72
3133,2023-05-11,Contraption,Accessories,11,73.75
3134,2023-05-11,Doodad,Widgets,9,92.48
3135,2023-05-11,Thingamajig,Accessories,9,35.95
3136,2023-05-11,Thingamajig,Accessories,8,14.98
3137,2023-05-11,Contraption,Accessories,3,45.88
3138,2023-05-11,Gadget B,Gadgets,18,79.65
3139,2023-05-11,Thingamajig,Widgets,14,47.79
3140,2023-05-11,Contraption,Widgets,3,29.89
3141,2023-05-11,Doodad,Widgets,17,7.62
3142,2023-05-11,Contraption,Gadgets,4,34.74
3143,2023-05-11,Thingamajig,Tools,18,72.77
3144,2023-05-11,Doodad,Gadgets,15,19.02
3145,2023-05-12,Contraption,Gadgets,19,37.38
3146,2023-05-12,Widget A,Accessories,6,6.92
3147,2023-05-12,Doodad,Widgets,15,73.57
3148,2023-05-12,Widget A,Widgets,7,88.66
3149,2023-05-12,Gadget B,Tools,12,59.01
3150,2023-05-12,Doodad,Tools,16,7.46
3151,2023-05-12,Widget A,Accessories,9,25.67
3152,2023-05-12,Thingamajig,Widgets,5,46.65
3153,2023-05-12,Thingamajig,Tools,11,60.82
3154,2023-05-12,Gadget B,Tools,2,52.15
3155,2023-05-12,Doodad,Widgets,16,92.01
3156,2023-05-12,Doodad,Gadgets,4,94.17
3157,2023-05-12,Doodad,Tools,5,15.18
3158,2023-05-12,Gadget B,Widgets,7,18.15
3159,2023-05-12,Doodad,Tools,6,39.02
3160,2023-05-12,Thingamajig,Accessories,10,45.02
3161,2023-05-12,Widget A,Tools,14,60.68
3162,2023-05-12,Thingamajig,Widgets,8,78.45
3163,2023-05-12,Thingamajig,Tools,14,17.9
3164,2023-05-12,Widget A,Accessories,14,81.25
3165,2023-05-12,Thingamajig,Accessories,3,62.95
3166,2023-05-12,Gadget B,Tools,1,98.18
3167,2023-05-12,Widget A,Tools,9,66.86
3168,2023-05-12,Thingamajig,Accessories,9,73.03
3169,2023-05-13,Contraption,Accessories,2,23.54
3170,2023-05-13,Thingamajig,Gadgets,16,78.04
3171,2023-05-13,Gadget B,Gadgets,8,12.53
3172,2023-05-13,Doodad,Accessories,6,67.37
3173,2023-05-13,Thingamajig,Tools,13,10.28
3174,2023-05-13,Doodad,Widgets,1,15.95
3175,2023-05-13,Contraption,Tools,19,15.25
3176,2023-05-13,Thingamajig,Tools,15,9.99
3177,2023-05-13,Widget A,Gadgets,1,35.51
3178,2023-05-13,Doodad,Gadgets,10,99.46
3179,2023-05-13,Contraption,Gadgets,1,38.08
3180,2023-05-13,Widget A,Accessories,12,77.27
3181,2023-05-13,Widget A,Accessories,11,17.57
3182,2023-05-13,Widget A,Tools,17,48.18
3183,2023-05-13,Widget A,Tools,4,22.59
3184,2023-05-13,Thingamajig,Widgets,7,23.25
3185,2023-05-13,Thingamajig,Tools,12,14.47
3186,2023-05-13,Thingamajig,Tools,13,46.04
3187,2023-05-13,Contraption,Gadgets,5,12.18
3188,2023-05-13,Contraption,Gadgets,6,91.43
3189,2023-05-13,Contraption,Gadgets,2,47.55
3190,2023-05-13,Gadget B,Gadgets,7,84.66
3191,2023-05-13,Contraption,Gadgets,14,98.05
3192,2023-05-13,Thingamajig,Widgets,14,69.39
3193,2023-05-14,Thingamajig,Widgets,10,90.64
3194,2023-05-14,Gadget B,Widgets,4,17.86
3195,2023-05-14,Gadget B,Gadgets,3,83.85
3196,2023-05-14,Contraption,Accessories,14,30.77
3197,2023-05-14,Doodad,Gadgets,6,49.9
3198,2023-05-14,Gadget B,Gadgets,15,66.43
3199,2023-05-14,Widget A,Widgets,8,90.84
3200,2023-05-14,Thingamajig,Gadgets,5,91.54
3201,2023-05-14,Widget A,Widgets,3,13.75
3202,2023-05-14,Thingamajig,Gadgets,3,39.63
3203,2023-05-14,Thingamajig,Tools,13,80.35
3204,2023-05-14,Gadget B,Accessories,2,71.8
3205,2023-05-14,Gadget B,Accessories,1,7.5
3206,2023-05-14,Widget A,Widgets,12,47.74
3207,2023-05-14,Thingamajig,Tools,8,83.78
3208,2023-05-14,Widget A,Accessories,19,75.08
3209,2023-05-14,Doodad,Widgets,9,44.13
3210,2023-05-14,Widget A,Gadgets,14,74.84
3211,2023-05-14,Contraption,Gadgets,18,57.37
3212,2023-05-14,Widget A,Tools,10,91.7
3213,2023-05-14,Contraption,Accessories,9,60.78
3214,2023-05-14,Contraption,Gadgets,6,43.07
3215,2023-05-14,Contraption,Widgets,1,86.98
3216,2023-05-14,Doodad,Gadgets,5,9.74
3217,2023-05-15,Widget A,Gadgets,10,90.55
3218,2023-05-15,Widget A,Accessories,13,71.15
3219,2023-05-15,Doodad,Accessories,4,94.36
3220,2023-05-15,Thingamajig,Widgets,1,28.8
3221,2023-05-15,Gadget B,Tools,2,71.02
3222,2023-05-15,Widget A,Tools,4,81.9
3223,2023-05-15,Gadget B,Gadgets,17,71.7
3224,2023-05-15,Doodad,Widgets,10,24.98
3225,2023-05-15,Thingamajig,Tools,12,31.18
3226,2023-05-15,Thingamajig,Tools,2,58.84
3227,2023-05-15,Thingamajig,Gadgets,3,47.44
3228,2023-05-15,Doodad,Widgets,14,74.84
3229,2023-05-15,Contraption,Tools,15,40.97
3230,2023-05-15,Contraption,Accessories,13,86.65
3231,2023-05-15,Gadget B,Accessories,9,46.03
3232,2023-05-15,Contraption,Gadgets,2,8.8
3233,2023-05-15,Contraption,Gadgets,19,6.65
3234,2023-05-15,Thingamajig,Gadgets,16,66.44
3235,2023-05-15,Thingamajig,Gadgets,11,56.35
3236,2023-05-15,Gadget B,Tools,12,56.56
3237,2023-05-15,Widget A,Widgets,1,80.05
3238,2023-05-15,Gadget B,Gadgets,2,40.69
3239,2023-05-15,Gadget B,Gadgets,16,99.57
3240,2023-05-15,Doodad,Tools,2,94.83
3241,2023-05-16,Doodad,Gadgets,19,6.23
3242,2023-05-16,Gadget B,Gadgets,10,90.1
3243,2023-05-16,Gadget B,Widgets,19,69.65
3244,2023-05-16,Gadget B,Accessories,10,52.7
3245,2023-05-16,Contraption,Gadgets,16,60.36
3246,2023-05-16,Doodad,Tools,13,84.98
3247,2023-05-16,Gadget B,Widgets,16,95.35
3248,2023-05-16,Thingamajig,Tools,18,58.23
3249,2023-05-16,Thingamajig,Widgets,8,22.22
3250,2023-05-16,Contraption,Widgets,18,65.78
3251,2023-05-16,Contraption,Gadgets,13,12.24
3252,2023-05-16,Widget A,Gadgets,7,65.34
3253,2023-05-16,Widget A,Gadgets,18,81.82
3254,2023-05-16,Widget A,Accessories,6,38.57
3255,2023-05-16,Contraption,Accessories,9,11.76
3256,2023-05-16,Contraption,Tools,6,70.76
3257,2023-05-16,Contraption,Gadgets,18,37.24
3258,2023-05-16,Thingamajig,Accessories,17,28.66
3259,2023-05-16,Contraption,Gadgets,12,70.47
3260,2023-05-16,Thingamajig,Accessories,3,97.11
3261,2023-05-16,Widget A,Accessories,5,75.81
3262,2023-05-16,Widget A,Widgets,7,51.68
3263,2023-05-16,Widget A,Gadgets,10,62.05
3264,2023-05-16,Gadget B,Gadgets,10,18.52
3265,2023-05-17,Gadget B,Accessories,19,82.26
3266,2023-05-17,Doodad,Gadgets,4,62.41
3267,2023-05-17,Doodad,Accessories,10,96.75
3268,2023-05-17,Doodad,Gadgets,18,98.05
3269,2023-05-17,Gadget B,Widgets,3,38.69
3270,2023-05-17,Gadget B,Gadgets,3,98.91
3271,2023-05-17,Doodad,Widgets,5,95.9
3272,2023-05-17,Doodad,Tools,16,65.78
3273,2023-05-17,Contraption,Gadgets,13,36.68
3274,2023-05-17,Doodad,Gadgets,11,76.57
3275,2023-05-17,Contraption,Gadgets,13,30.77
3276,2023-05-17,Thingamajig,Widgets,19,64.84
3277,2023-05-17,Gadget B,Gadgets,6,7.34
3278,2023-05-17,Doodad,Gadgets,13,64.72
3279,2023-05-17,Gadget B,Accessories,4,95.4
3280,2023-05-17,Gadget B,Tools,5,27.34
3281,2023-05-17,Gadget B,Widgets,19,78.93
3282,2023-05-17,Thingamajig,Accessories,5,32.88
3283,2023-05-17,Widget A,Widgets,14,72.25
3284,2023-05-17,Doodad,Accessories,4,71.5
3285,2023-05-17,Widget A,Tools,12,22.55
3286,2023-05-17,Widget A,Accessories,6,61.73
3287,2023-05-17,Widget A,Widgets,19,86.62
3288,2023-05-17,Gadget B,Gadgets,10,41.34
3289,2023-05-18,Contraption,Gadgets,1,72.48
3290,2023-05-18,Gadget B,Tools,16,69.07
3291,2023-05-18,Gadget B,Widgets,4,29.46
3292,2023-05-18,Widget A,Widgets,9,92.27
3293,2023-05-18,Gadget B,Widgets,18,58.53
3294,2023-05-18,Widget A,Tools,17,38.75
3295,2023-05-18,Contraption,Gadgets,15,20.61
3296,2023-05-18,Doodad,Accessories,19,49.98
3297,2023-05-18,Widget A,Tools,7,74.36
3298,2023-05-18,Contraption,Accessories,18,64.25
3299,2023-05-18,Doodad,Gadgets,6,74.07
3300,2023-05-18,Thingamajig,Tools,19,80.22
3301,2023-05-18,Widget A,Gadgets,12,46.9
3302,2023-05-18,Widget A,Accessories,3,54.42
3303,2023-05-18,Thingamajig,Widgets,1,98.71
3304,2023-05-18,Thingamajig,Widgets,5,96.96
3305,2023-05-18,Widget A,Accessories,1,44.41
3306,2023-05-18,Thingamajig,Widgets,8,70.09
3307,2023-05-18,Gadget B,Accessories,7,30.42
3308,2023-05-18,Doodad,Tools,15,19.51
3309,2023-05-18,Doodad,Tools,11,78.0
3310,2023-05-18,Doodad,Tools,18,46.44
3311,2023-05-18,Gadget B,Widgets,14,21.82
3312,2023-05-18,Thingamajig,Gadgets,9,77.09
3313,2023-05-19,Contraption,Widgets,5,91.94
3314,2023-05-19,Thingamajig,Widgets,4,93.66
3315,2023-05-19,Widget A,Gadgets,12,61.65
3316,2023-05-19,Doodad,Gadgets,1,50.57
3317,2023-05-19,Thingamajig,Gadgets,13,18.48
3318,2023-05-19,Contraption,Gadgets,1,80.32
3319,2023-05-19,Widget A,Widgets,3,94.81
3320,2023-05-19,Gadget B,Accessories,8,89.5
3321,2023-05-19,Gadget B,Tools,18,76.42
3322,2023-05-19,Contraption,Accessories,16,5.43
3323,2023-05-19,Widget A,Widgets,16,43.74
3324,2023-05-19,Doodad,Gadgets,2,44.02
3325,2023-05-19,Thingamajig,Tools,17,89.96
3326,2023-05-19,Widget A,Tools,10,11.24
3327,2023-05-19,Gadget B,Accessories,7,55.47
3328,2023-05-19,Contraption,Widgets,10,17.93
3329,2023-05-19,Contraption,Widgets,19,67.92
3330,2023-05-19,Thingamajig,Widgets,9,80.26
3331,2023-05-19,Contraption,Tools,17,65.99
3332,2023-05-19,Contraption,Accessories,9,80.49
3333,2023-05-19,Widget A,Tools,9,62.71
3334,2023-05-19,Doodad,Tools,5,23.03
3335,2023-05-19,Thingamajig,Gadgets,7,41.35
3336,2023-05-19,Widget A,Accessories,11,95.9
3337,2023-05-20,Doodad,Gadgets,8,32.38
3338,2023-05-20,Widget A,Widgets,14,10.97
3339,2023-05-20,Widget A,Tools,2,41.56
3340,2023-05-20,Contraption,Accessories,10,39.8
3341,2023-05-20,Doodad,Widgets,16,49.68
3342,2023-05-20,Thingamajig,Accessories,16,58.23
3343,2023-05-20,Thingamajig,Tools,19,99.28
3344,2023-05-20,Doodad,Accessories,11,76.84
3345,2023-05-20,Contraption,Widgets,6,8.41
3346,2023-05-20,Gadget B,Gadgets,6,72.71
3347,2023-05-20,Widget A,Tools,7,83.3
3348,2023-05-20,Contraption,Gadgets,16,90.08
3349,2023-05-20,Doodad,Tools,13,45.28
3350,2023-05-20,Widget A,Widgets,3,34.79
3351,2023-05-20,Thingamajig,Tools,9,84.74
3352,2023-05-20,Gadget B,Gadgets,3,78.87
3353,2023-05-20,Thingamajig,Tools,6,55.92
3354,2023-05-20,Doodad,Widgets,17,16.2
3355,2023-05-20,Widget A,Tools,3,66.92
3356,2023-05-20,Doodad,Gadgets,2,11.24
3357,2023-05-20,Widget A,Widgets,12,14.53
3358,2023-05-20,Contraption,Gadgets,6,36.46
3359,2023-05-20,Gadget B,Tools,10,40.26
3360,2023-05-20,Contraption,Accessories,11,48.89
3361,2023-05-21,Contraption,Gadgets,16,37.22
3362,2023-05-21,Doodad,Tools,16,8.21
3363,2023-05-21,Gadget B,Accessories,18,19.95
